tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,st_tmag,st_dist,st_teff,st_logg,st_rad
candidate,2460365.56,2.3404152,2.522,11265,13.1587,879.003,6686,4.34,1.33
candidate,2459634.914,1.9639208,1.467,30553,14.0905,270.872,3914.3,4.52,0.71
candidate,2460340.028,66.9954225,2.024,5477,11.3683,429.239,6078,4.14,1.51
candidate,2460314.949,65.5580424,4.167,6381,13.0172,228.15,4340,4.54,0.74
candidate,2460367.078,4.2885021,1.427,4402,13.0105,1008.39,5937.5,3.99,1.75
candidate,2460420.817,2.4596079,2.168,2195,12.9405,427.132,5340,4.48,0.92
candidate,2460392.777,1.9271521,1.201,58745,14.8347,263.55,3516,4.7,0.55
candidate,2458356.921,8.6729683,2.9598885,724.6732153,10.2036,120.984,5384,4.54758,0.91
candidate,2458370.303,22.5682711,4.9745502,869.846616,10.2036,120.984,5384,4.54758,0.852304
candidate,2460419.653,2.5604496,1.339,423,9.6396,60.445,4679,4.54,0.77
candidate,2460368.42,1.7911016,1.3192751,12254.94398,14.367,295.802,3718,4.62057,0.636647
candidate,2460397.023,17.7456043,2.675,1203,8.1532,26.6423,4526,4.57,0.72
candidate,2460013.338,0.7312783,1.289,322,10.2097,137.386,5508,4.45,0.97
candidate,2460448.381,0.9082202,1.461,605,10.4875,573.293,8482,4.33,2.18
candidate,2460448.967,4.18142,4.43,7013,10.2955,318.756,6293.8,4.04,1.76
candidate,2460434.686,3.0513298,1.4911246,23465.90681,14.4804,349.473,3937,4.60668,0.653572
candidate,2459244.902,4.1279985,1.698,3450,12.0302,445.119,5865,4.28,1.23
candidate,2460079.46,8.6000492,3.059,639,8.9498,152.834,6920,4.31183,1.42
candidate,2460088.85,3.3206355,4.732,667,10.0679,183.08,5768,4.21,1.33
candidate,2458327.417,3.8143009,1.3793952,457.7909152,10.1428,29.8424,3625,4.7833,0.504068
candidate,2460128.288,21.0562422,4.4190398,2640.337199,11.6081,237.004,5376,4.45068,0.950465
candidate,2460160.363,9.6994666,15.7960068,512.9617961,10.264,439.52,4696,4.438,4.2105899
non-candidate,2460478.507,2.817627,1.455,868,10.4875,237.065,6320.6,4.4,1.17
candidate,2460463.611,17.3840061,3.932,561,9.094,64.2031,5228.2,4.56,0.82
candidate,2460473.082,15.9669794,3.514,2229,10.1135,232.078,5888,4.08,1.55
candidate,2460477.847,2.2775983,1.3,1131,9.90787,201.532,6320,4.31,1.3
candidate,2459139.158,3.1084574,2.534,9902,12.1788,528.702,6024,4.26,1.3
candidate,2459199.606,5.2729668,3.738,1177,11.7732,216.12,5294,4.58,0.81
candidate,2460175.328,4.0863647,2.213,4671,12.269,753.924,5969,3.96876,1.8
candidate,2460214.323,40.3833862,2.345,6555,11.5546,20.0182,3236,4.98108,0.25
candidate,2458352.134,47.0196372,5.8659335,1251.745615,11.4994,191.058,5249.18,4.68369,0.877877
candidate,2460505.634,1.4182984,0.654,2124,10.3139,476.345,9267,4.32,1.75
non-candidate,2460500.349,4.9131459,1.25,4488,10.3552,190.241,5999,4.38,1.12
candidate,2460500.66,2.8862017,0.487,412,8.9588,29.7194,4269,4.65,0.64
candidate,2460503.942,2.8637988,2.746,266,7.78306,404.16,9416,3.49,4.62
candidate,2460482.549,14.7595601,5.5790065,16406.55614,11.9766,129.214,4708,4.80336,0.569838
candidate,2460482.93,3.1290476,3.409295,13426.20632,11.6961,298.64,5585,4.11064,1.4505399
candidate,2460481.443,2.993282,2.5766956,14780.30095,12.419,655.037,6343,4.13783,1.58601
candidate,2460480.136,3.3777419,2.8147435,17290.43499,12.8999,403.458,5080,4.33326,1.0408
candidate,2460480.429,2.4651801,3.5668145,11993.57276,10.1154,279.86,6848,4.25,1.51554
candidate,2460481.357,4.4626647,3.0802705,7983.827052,11.1323,290.736,7587,4.39508,1.3951401
candidate,2458434.912,719.0381327,5.4244096,4851.409234,8.3643,94.697,5709.6,3.53,1.4981
candidate,2460142.85,5.8497196,3.458,507,10.0094,191.394,6009.6,4.22,1.35
candidate,2460070.9,1064.700399,3.285,1294,10.0094,191.394,6009.6,4.22,1.35
candidate,2460532.279,2.1376682,1.879,8819,9.13055,149.216,5806,4.05,1.6
candidate,2460528.436,10.5137924,2.275,1611,8.863,47.6049,4942,4.58,0.77
candidate,2460527.926,3.7570477,1.938,340,8.8868,58.9521,5263,4.56,0.83
candidate,2460466.125,61.5555962,6.996,182,8.47427,144.581,6298,4.02,1.8
non-candidate,2460530.687,2.6667526,2.594,190,9.58671,280.342,6173,3.83,2.18
candidate,2460509.504,13.2341261,2.3705157,18389.50925,13.8215,338.386,5025,4.88331,0.548929
candidate,2460509.909,15.3573522,3.5894467,21072.39707,14.5293,872.343,5462,4.49258,0.915391
candidate,2460517.615,4.0887217,20.5949466,4156.28182,11.4605,397.292,6181.58,4.23853,1.36797
candidate,2460549.09,8.7201675,3.11,957,10.4371,128.952,5443,4.56,0.85
candidate,2458345.524,52.7993058,6.11948,541.2696023,10.0906,130.959,5409.22,4.46229,1.02101
candidate,2458328.767,17.4757465,4.6911418,163.268484,10.0906,130.959,5409.22,4.46229,1.02101
candidate,2460555.634,4.4563756,3.316,308,9.55763,195.391,5658,3.93,1.8
candidate,2460555.517,5.5334128,6.74,169,8.58502,325.153,10409,4.15,2.28
candidate,2460557.683,0.8118915,0.909,1245,10.032,235.22,6019,4.02,1.71
candidate,2460554.021,13.1689848,7.607,2592,12.3907,920.505,6282,3.84,2.2
candidate,2460555.871,4.6504794,5.051,6221,13.4554,1055.99,6274,3.79,2.34
candidate,2460557.747,2.8120379,1.647,11880,13.3337,512.025,6004.1,4.33,0.91
candidate,2460553.137,3.4747684,3.054,4548,12.9805,807.901,6572,4.14,1.65
candidate,2460557.396,6.403011,5.82,3868,11.86,365.008,5713.3,4.33,1.53
candidate,2460553.362,6.3962557,2.826,2257,12.177,416.945,5847,4.36,1.13
candidate,2460388.54,12.1252851,6.998,2706,11.9823,602.863,4951,4.33,2.39
non-candidate,2458325.574,1.996071,5.910879,352.76672,10.8623,214.756,6636,4.60452,0.975121
candidate,2460377.248,36.6892187,6.446,7413,12.3503,518.344,6647,4.49,1.12
candidate,2460394.126,12.7617794,4.223,26352,13.4426,837.097,6305,4.48,1.06
candidate,2460393.686,2.253174,1.118,81734,14.2582,101.892,3340,4.9,0.33
candidate,2460380.018,7.6253466,6.702,2810,12.8442,1003.73,5408,3.73,2.19
candidate,2460544.198,21.8153374,4.087,2502,11.5681,217.285,5399,4.53,0.87
candidate,2460554.823,2.202258,1.046,48647,14.7751,365.008,3388,4.72,0.52
candidate,2460393.229,1.0092447,1.472,7501,13.3747,652.143,5491,4.17,1.34
candidate,2460555.517,7.9039906,3.996,3040,13.0721,965.596,5797,3.95,1.79
candidate,2460545.183,7.1554749,2.213,1811,11.5896,1022.89,6919,3.73,2.78
candidate,2460366.592,1.5852089,1.137,450,9.3672,599.169,11678,4.05,2.74
candidate,2458392.822,32.3766006,3.8827521,52579.87409,13.987,1350.32,50000,5.80276,0.147
candidate,2458399.221,777.0516742,4.3877266,7211.926489,13.987,1350.32,50000,5.80276,0.147
candidate,2460291.411,60.6825768,3.983,8480,11.4434,420.478,5918,4.13,1.48
candidate,2460549.96,4.8510805,3.132,9714,13.1968,925.412,5578.5,4.33,1.9
candidate,2460558.164,1.102219,1.538,4361,13.0673,1631.82,7469,3.87,2.51
candidate,2460556.438,2.8371938,1.904,15303,11.9812,566.041,7980,4.35,1.54
candidate,2460422.038,2.1125062,1.228,5858,12.527,792.54,5800.55,4.33,1.23434
candidate,2460416.358,4.6745746,8.627,1731,12.3311,1078.06,5759,3.29,3.8
candidate,2460565.045,3.3505745,4.633,3685,12.0366,999.917,6940,3.93,2.21
candidate,2460554.559,4.1560086,2.954,2503,12.6142,768.4,6056,4.11,1.55
candidate,2460420.867,1.3821651,2.435,9250,13.1922,1601.2,7662,4.12,1.94
candidate,2460570.433,4.4264918,6.059,3584,12.9147,1365.41,6231,3.74,2.46
non-candidate,2458343.942,216.24584,1.0703729,5045.195068,8.488401,157.721,7053,4.22463,1.59688
candidate,2460418.422,7.4156006,2.76,12272,13.1187,849.58,6446,4.21,1.5
candidate,2460422.427,1.8471592,1.958,6589,12.308,249.393,5800.55,4.33,1.23434
candidate,2460422.722,1.1838059,1.307,4487,13.3122,1086.14,7433,4.22,1.68
candidate,2460565.253,5.3590843,2.477,3018,11.0011,126.595,4845,4.52,0.81
non-candidate,2460423.293,2.2215349,2.869,3539,12.0545,892.821,5800.55,4.33,1.23434
candidate,2460421.981,17.0548288,4.555,5295,13.3592,587.476,5769,4.17,1.38
candidate,2460568.643,2.7945508,2.978,8242,13.3622,1072.23,6345,4.15,1.56
candidate,2460418.354,8.6145655,4.84,6195,12.1748,563.391,6467,4.28,1.38
candidate,2460419.744,2.4425105,2.964,5639,13.0372,1119.54,5800.55,4.33,1.23434
candidate,2460419.557,3.2396607,2.42,6158,12.8137,565.628,5800.55,4.33,1.23434
candidate,2458329.915,18.3841259,3.4924479,1010.098922,11.7481,118.28,4356,4.60471,0.681407
candidate,2458342.538,35.9432773,2.7244261,1178.967443,11.7481,118.28,4356,4.60471,0.681407
candidate,2460541.666,8.8182594,2.169,5493,13.2009,1165.55,6052,3.96,1.84
candidate,2460422.364,7.0634276,2.056,5286,12.9436,741.716,6354,4.28,1.34
candidate,2460569.249,3.424993,2.134,6276,13.3724,863.955,5800.55,4.33,1.23434
candidate,2460418.978,4.6351977,3.856,11113,12.6686,561.587,5691,4.05,1.57
non-candidate,2460421.843,3.0436916,2.414,8182,13.0267,593.943,5800.55,4.33,1.23434
candidate,2460422.939,0.8738186,1.229,5487,13.0031,646.214,5838,4.24,1.29
candidate,2460547.319,18.9438583,4.108,12167,12.3657,346.75,5583,4.47,0.95
candidate,2460570.346,8.8691255,1.588,10597,12.7978,652.105,5800.55,4.33,1.23434
candidate,2460335.382,37.8016862,3.788,1734,10.8086,273.779,6783,4.33,1.61
candidate,2460422.161,2.5933417,3.253,9482,12.2118,563.413,6258.1,4.33,1.57
candidate,2460139.317,9.531366,1.673,916,9.9059,58.6212,4504,4.58833,0.72
candidate,2460083.781,51.6991421,4.371,1339,9.9059,58.6212,4504,4.58833,0.72
non-candidate,2458417.121,53.746482,5.592988,1557.541816,9.9059,58.6212,4504,4.58833,0.842645
candidate,2460082.804,84.83869,5.194,1020,9.9059,58.6212,4504,4.58833,0.72
candidate,2460417.301,3.1739167,3.65,2669,12.8736,1353.61,7099,3.64,3.17
non-candidate,2460558.272,0.9739887,1.594,2904,13.149,1387.55,7357,4.08,1.95
candidate,2460422.955,0.3075961,0.49,124509,14.8916,151.776,3257,4.86,0.37
candidate,2460448.587,2.6414334,2.508,19204,13.3745,610.592,5753,4.4,1.06
candidate,2460435.645,21.7276636,2.924,43934,13.9933,115.061,3437,4.83,0.4
candidate,2460443.356,3.2966077,3.965,4963,12.066,666.281,6259,3.87,2.12
candidate,2460443.236,3.3683989,4.63,3874,12.3008,833.536,6902,3.85,2.41
candidate,2460446.225,2.9650741,2.412,6279,12.8934,1048.98,5800.55,4.33,1.23434
candidate,2460446.145,8.8204144,7.63,4100,13.2574,698.905,5672,3.81,2.07
candidate,2458346.711,35.9993588,4.1814011,1086.73625,10.6925,69.3653,4316.7,4.60858,0.651075
candidate,2458325.895,1.8715209,1.0213466,255.7891339,10.6925,69.3653,4316.7,4.60858,0.651075
candidate,2460448.282,1.2433877,1.65,2757,13.2252,697.962,6488,4.22,1.47
candidate,2460442.171,5.3295884,3.713,5530,12.551,1147.25,5800.55,4.33,1.23434
candidate,2460447.098,1.4716633,1.23,9168,13.1626,498.336,5298,4.34,1.07
candidate,2460444.956,3.8282053,3.891,4275,12.7389,884.206,6455,3.93,2.05
candidate,2460447.742,3.5899561,3.434,3727,12.4029,937.871,6224,3.6,2.87
candidate,2460428.761,10.6185545,1.537,10466,12.6634,590.48,5925.9,4.32,1.19
candidate,2460439.075,5.6897753,4.153,6064,13.027,618.889,5800.55,4.33,1.23434
non-candidate,2460556.902,1.2529962,1.083,14080,12.8161,196.593,4220,4.51,0.75
candidate,2460449.126,5.4149624,1.24,4028,12.081,1154.79,7979,3.84,2.75
candidate,2460446.086,3.8850223,1.209,6113,12.6728,699.662,7162,4.3,1.48
candidate,2458412.826,4.3239329,1.5783127,977.2224915,11.5436,53.8473,3782,4.438,0.473141
candidate,2458419.106,10.1775475,2.0401655,943.2876093,11.5436,53.8473,3782,4.438,0.473141
candidate,2460444.617,5.1879527,5.979,3524,12.5317,1030.49,6617,3.66,2.9
candidate,2460478.279,2.4141149,1.329,10760,14.2442,229.246,3438,4.64,0.61
candidate,2460468.091,6.5433068,3.114,26297,13.3053,557.43,5295,4.34,1.07
candidate,2460478.124,1.1376981,1.02,1217,12.6106,177.343,4244,4.52,0.74
candidate,2460479.275,0.5289141,1.087,2503,12.7353,625.682,5739.6,4.2,1.34
candidate,2460411.471,23.2471066,2.031,12754,13.0371,578.77,5839.1,4.45,1.01
candidate,2460452.349,28.4664618,5.958,4267,12.2041,544.981,5888,4.09,1.54
candidate,2460478.3,1.3473988,0.444,11164,13.7182,207.933,3576,4.6158,0.64
candidate,2460479.465,1.3432587,1.534,2215,12.1285,245.173,5031.1,4.48,0.87
candidate,2460475.348,2.6520679,1.53,126188,14.8294,126.126,3247,4.88,0.34
candidate,2458327.552,19.2879579,2.1841643,4773.550883,13.5308,42.4048,3075,4.438,0.229824
candidate,2460478.398,0.8818115,1.558,2067,13.085,1276.55,6571,3.91,2.14
candidate,2460466.657,7.1467369,3.913,1157,11.5576,350.869,6252,4.4,1.15
candidate,2460475.219,3.1875721,1.825,4278,11.878,365.008,5800.55,4.33,1.23434
candidate,2460435.799,27.6174987,4.509,2176,12.1854,293.366,5469,4.51,0.9
candidate,2460464.05,8.8600515,2.493,10563,11.9445,299.123,5481,4.45,0.97
candidate,2460477.354,3.8949005,2.171,1071,11.8389,144.751,4718,4.66,0.67
candidate,2460478.565,1.9299641,0.37,26801,14.6049,181.369,3554,4.78,0.46
candidate,2460422.723,1.1838063,1.233,1853,12.3132,1075.54,8996,4.14,2.11
candidate,2460423.523,3.338577,3.519,3620,13.1238,1622.57,7482,4.02,2.13
candidate,2460418.158,8.8922064,3.709,5250,12.492,900.701,5800.55,4.33,1.23434
non-candidate,2458518.11,0.83707,2.497,2745.5,12.4268,88.8248,3776,4.72,0.52
candidate,2460571.181,3.0825102,3.708,4011,12.934,746.634,6001.8,4.33,1.69
candidate,2460417.121,3.8285502,5.248,2531,11.951,736.113,7075,3.74,2.8
candidate,2460555.537,8.6393678,2.325,22505,14.4397,365.008,3468,4.68,0.56
candidate,2460414.45,5.3913891,1.995,4086,11.2584,137.3,5179,4.68,0.71
non-candidate,2460087.797,736.5528811,4.735,1432,9.8447,108.2,5659,4.57,0.86
candidate,2460534.505,3.2509657,3.2261161,7218.261236,14.1223,1188,5757,4.09896,1.49959
candidate,2460537.647,12.9228111,1.5980207,8723.256446,13.123,35.4153,3166,5.02476,0.223377
candidate,2460563.749,13.723753,2.3593878,3129.081365,11.8246,502.982,6374.4,4.28178,1.34911
candidate,2460560.085,1.7497746,1.8691036,29973.70516,11.3819,174.818,5087,4.50322,0.856841
candidate,2460560.151,3.4375711,3.9255437,10435.07084,11.908,467.151,5874,4.15198,1.43119
non-candidate,2458518.266,0.53079,1.238,1113.07,11.4407,34.7229,3788.4,4.87,1.23434
candidate,2460234.78,1.917096,1.0402081,4017.079207,12.8317,106.54,3653,4.71723,0.523126
candidate,2460577.801,23.5367004,5.715,443,8.98453,218.03,7487,4.22,1.69
candidate,2460585.789,2.7547949,2.2653165,1434.202695,11.5702,254.558,5531,4.44591,0.977544
non-candidate,2460584.788,0.6257352,0.8361985,13403.1637,13.3892,161.939,3718,4.6571,0.593043
candidate,2460586.045,4.2422767,2.8605497,4728.474095,11.6951,624.168,6223,3.94893,1.92379
candidate,2460607.533,2.9944941,3.621007,2479.367133,9.54026,465.072,7465,3.71,3.0202899
candidate,2459835.669,4.0887217,4.281,15884,10.4361,69.3535,4122.8,4.4,0.84
candidate,2460584.133,6.8434236,3.179,767,9.94212,165.19,6060,4.38,1.14
candidate,2460581.426,5.2169076,2.299,334,8.3898,78.2804,5966,4.39,1.1
candidate,2460581.193,2.7384363,3.018,871,10.3065,402.817,4964,4.33,3.56
non-candidate,2459144.828,12.8650769,3.979,1070,11.4845,726.88,5031,4.33,0.81
candidate,2460582.917,3.2607791,3.152,574,10.3767,244.502,5975,4.19,1.39
candidate,2460583.261,5.1794403,4.628,796,10.3618,355.502,5946,3.78,2.21
candidate,2460563.964,14.7126653,3.56,305,8.1891,91.8327,6156,4.25,1.34
candidate,2460602.073,10.5739387,3.484,493,9.504,320.872,9088,4.33,2.3
candidate,2460608.105,1.1976555,1.257,303,9.70916,105.18,5598.9,4.52,0.91
candidate,2460611.293,2.6881318,0.9223764,22717.9495,14.1398,59.6029,3244,5.01029,0.232947
candidate,2460506.05,1.7024504,2.913,8210,12.4401,756.615,6026,3.88,2
candidate,2460504.188,2.1570981,1.688,8963,13.38,711.451,5800.55,4.33,1.23434
candidate,2460500.981,4.773664,3.987,9489,12.2275,640.184,5800.55,4.33,1.23434
candidate,2460503.943,2.8890956,2.232,36105,13.8273,192.09,3643,4.66,0.59
non-candidate,2460007.695,4.109953,4.641,434,9.0349,84.7306,5653,4.46,0.97
candidate,2460498.57,4.1223508,3.103,9275,11.854,365.008,6116.7,4.33,1.28
candidate,2460497.252,5.6604695,4.651,3523,12.4188,636.574,5711,4.04,1.6
candidate,2460492.948,16.3425332,3.985,748,10.3691,166.363,5946,4.52,0.95
non-candidate,2460495.628,5.4934218,3.658,18470,11.9742,421.48,6028,4.29,1.25
candidate,2460499.275,4.167309,4.056,7537,12.5502,828.804,6552,4.17,1.59
candidate,2460498.743,3.8242663,2.337,20057,12.8559,336.71,5211,4.39,1
candidate,2460503.962,2.7998534,1.415,27117,13.3874,275.204,4412,4.55,0.73
candidate,2460501.955,2.5122863,2.23,11307,13.0147,754.266,6156,4.14,1.53
candidate,2460501.082,4.2271814,3.25,15027,13.0084,661.423,5913,4.31,1.2
candidate,2460500.31,3.1540886,1.662,23864,13.1385,253.784,4521,4.55,0.74
non-candidate,2458494.089,3.16043,1.922,203.33,8.8154,151.634,6482.3,4.21,1.52
candidate,2460500.37,5.0660693,2.042,18438,13.3775,492.764,5269,4.4,1
candidate,2460501.339,7.2229767,4.132,16049,13.129,532.126,5753.1,4.33,1.23434
candidate,2460491.081,7.7600907,1.477,16068,13.3328,848.758,5940,4.27,1.27
candidate,2460502.668,5.7351935,2.927,18384,13.4285,375.023,5042,4.59,0.77
candidate,2460532.06,3.8080897,2.916,8079,11.5415,425.046,6343,4.26,1.38
candidate,2460524.417,3.4844157,2.963,11801,13.335,694.793,5917,4.38,1.11
candidate,2460532.556,3.5689392,0.9,3138,12.6594,730.775,6326,4.28,1.35
candidate,2460524.502,12.0080349,4.649,2736,11.0587,387.323,6554,4.33,1.5
candidate,2460529.166,3.6366231,3.385,8385,12.4574,620.15,5978,4.16,1.44
candidate,2460529.882,2.6343177,4.765,3792,12.6037,1488.49,7495,3.92,2.39
candidate,2460144.558,12.2877358,4.445,315,10.1805,206.294,6008.62,4.21807,1.3
candidate,2460530.938,2.2609143,1.972,3320,12.0768,975.125,6453,4.33,2.2
candidate,2460533.07,10.548504,2.901,7496,12.2983,322.309,5421,4.48,0.92
candidate,2460572.945,75.6979471,6.261,6920,12.5661,368.476,5422,4.49,0.91
candidate,2460475.689,36.9870862,3.771,5950,12.5392,543.434,6110.1,4.38,1.14
candidate,2460517.837,8.9093753,4.595,9278,12.8891,884.34,6375,4.11,1.65
candidate,2460528.864,2.7705702,2.502,10283,12.368,637.06,5800.55,4.33,1.23434
candidate,2460532.676,3.1243759,3.93,6498,12.9812,635.773,5477,3.95,1.71
candidate,2460530.653,3.9859545,3.729,6488,12.3942,647.965,5566,3.96,1.71
candidate,2460528.877,4.9030173,3.098,4872,12.0952,552.389,5663,4.01,1.64
candidate,2460532.393,2.9069573,1.568,12330,11.9146,329.719,5744,4.28,1.22
candidate,2458339.134,15.3004892,3.1952319,1265.289783,11.9755,57.6851,4082,4.63162,0.660762
non-candidate,2460525.487,7.8365317,2.271,4532,11.86,747.966,6167,3.82,2.21
candidate,2460530.577,1.6233128,2.169,22087,13.3537,938.775,5800.55,4.33,1.23434
candidate,2460525.773,5.1869453,4.736,2193,11.7068,816.499,6018,3.66,2.59
candidate,2460532.148,5.3384038,3.152,4170,13.325,1510.58,6250.7,3.88,2.1
candidate,2460524.481,5.5698339,3.807,4318,12.0776,633.285,6500,4.22,1.48
candidate,2460515.968,9.7461668,4.218,3751,11.8425,468.929,6319,4.13,1.6
candidate,2460524.613,3.5191197,3.162,11040,13.0054,713.119,5800.55,4.33,1.23434
candidate,2460529.786,2.3593338,2.092,10088,12.9248,648.745,6613,4.49,1.1
candidate,2460528.227,2.9324083,2.758,10392,12.9816,653.857,7696,4.38,1.44
candidate,2460530.326,16.7880823,2.882,11919,13.018,1230.4,5800.55,4.33,1.23434
candidate,2460192.913,1.4178596,1.452,204,10.0686,80.9812,4907.96,4.57809,0.76
candidate,2460530.797,4.3041912,2.64,19405,13.4721,421.043,4856,4.42,0.91
candidate,2460531.194,11.0658881,2.254,13656,12.8434,644.029,5617,4.14,1.4
candidate,2460528.405,3.3221412,1.052,63580,14.0292,365.008,3300,4.77,0.46
candidate,2460530.611,3.8413801,3.631,11058,13.1494,1009.3,5800.55,4.33,1.23434
candidate,2460532.544,3.4202745,3.766,7438,12.6402,811.163,6095,4.09,1.6
candidate,2460531.033,3.4940194,2.014,8323,10.84,663.6794,5800.55,4.33,1.23434
candidate,2460529.437,4.626302,3.09,11063,13.4732,855.527,5990,4.3,1.22
candidate,2460532.468,5.7694396,4.625,5455,12.635,521.956,5800.55,4.33,1.23434
candidate,2460526.804,3.930467,2.281,19093,12.5489,265.571,4913,4.43,0.91
candidate,2460524.136,14.3938942,3.298,6518,10.88,395.963,6891,4.28,1.46
candidate,2458382.866,3.21264,0.6006982,510.1236296,9.7333,95.3452,5330,4.51,0.88283
candidate,2460532.457,6.8911882,4.811,4518,12.9258,978.239,6628,4.22,1.52
candidate,2460532.793,6.3377947,1.639,9130,11.629,346.341,5974,4.33,1.22
candidate,2460530.429,2.9383886,3.088,13226,12.371,675.638,6059,4.12,1.54
candidate,2460530.264,3.7352012,2.892,14256,13.434,789.12,5816,4.32,1.18
non-candidate,2460510.057,11.5175506,4.259,12852,13.1744,675.863,6259,4.32,1.27
candidate,2460530.018,1.6877647,2.189,1655,11.7356,535.016,6599,4.26,1.44
candidate,2460529.28,2.5698331,2.412,10411,12.9658,582.964,5800.55,4.33,1.23434
non-candidate,2460532.302,6.8782937,4.407,11342,11.3321,322.258,5657,4.18,1.35
candidate,2460532.256,3.8148598,1.404,8744,12.9402,830.91,6425.6,4.27,1.39
candidate,2460659.003,6.0387706,1.637,29537,14.9881,186.949,3374,4.82,0.41
non-candidate,2459986.361,0.9889446,1.681,979,10.2658,272.834,6173.3,4.22,1.5
candidate,2460552.91,8.9653531,1.893,7094,12.2685,471.411,5977,4.36,1.15
candidate,2460556.207,11.5588657,2.368,4691,12.4963,260.179,5029,4.56,0.8
candidate,2460557.286,1.4207284,1.988,4092,13.1872,549.394,5868,4.53,0.93
candidate,2460549.611,5.4240992,2.487,2519,11.7715,271.363,5386,4.41,1
candidate,2460580.976,5.0769983,1.171,3683,11.8653,630.416,6271,3.97,1.9
candidate,2460555.161,1.6831237,1.382,2192,12.6221,1030.1,6264,3.92,2
candidate,2460651.068,8.5748036,11.208,795,11.6578,852.266,5168,4.33,3.58
candidate,2460584.336,1.0495702,1.54,573,11.5276,436.619,6222,4.2,1.44
candidate,2460555.635,6.2384297,2.066,13808,13.033,539.563,5448,4.34,1.1
